Performance.KDTMean;Performance.MAMean;Performance.MVMean;Performance.TBCMean;Performance.DDCMean;Performance.DMSMean;Performance.AEDMean;Performance.ADMSLMean;FatigueLevel;Performance.Task
-2,41889E-05;-0,175308103;-0,123141398;0,00632048;0,718572521;0,42056191;0,197310623;-0,238459553;0;-1
0,002181081;-0,080187479;-0,002170408;0,013386812;0,027837902;0,001678364;0,026955182;-0,185269983;0;0
0,009517317;-0,414242672;-0,475077301;-0,009453617;-0,064026263;-0,005594278;-0,008783411;-0,109217655;0;0
0,000506552;-0,089777334;-0,077372151;0,016785658;0,156232507;-0,184960639;-0,010458736;-0,284611324;0;-1
-0,000840076;0,046607532;0,050224681;-0,104231369;0,057084238;-0,004917511;-0,034720848;-0,004335393;0;-1
0,000221564;-0,011199699;-0,027972075;0,01720273;-0,008571143;0,165082537;-0,034440724;0,16957627;0;-1
0,00474682;-0,003504641;0,000229945;-0,00988402;-0,040453726;0,004346066;0,02269082;0,031285925;0;-1
-0,004410008;0,000174802;0,000324823;0,130551274;0,048638063;0,037587182;0,005639417;0,023492558;0;0
0,005174261;0,03796769;0,051870854;0,035614372;-0,006767844;-0,001351251;0,034480601;0,005561384;1;-1
4,4131E-06;0,060883059;0,048003295;0,002268287;0,12868761;0,059929513;-0,017652811;0,338092765;0;0
0,000675541;-0,104606227;-0,003113819;-0,002195496;-0,04468465;-0,002546861;-0,01019105;-0,058337793;0;0
0,009756316;0,000947028;0,000513108;0,053683772;0,079785646;0,027410022;-0,000729272;0,10220174;0;1
0,002852184;-0,083238809;-0,002930074;-0,007919766;-0,014219276;0,003600567;0,008231948;0,021313894;0;-1
0,004043265;0,004194765;0,013902288;0,045987822;-0,010217119;-0,007803029;-0,012135907;-0,027814181;0;-1
0,000170083;0,014060705;-0,106309777;0,037016496;-0,03515153;0,027994424;0,006422094;0,113071293;0;-1
0,000895369;0,169507393;0,137699293;0,047872323;0,032778313;0,013973976;-0,012881563;0,071703048;0;-1
0,066998136;0,002978782;0,006516013;-0,066401608;0,035522465;-0,007312067;0,01131376;-0,039322525;0;-1
0,2727242;0,048874764;0,049366477;-0,004650029;0,175438179;0,015838541;-0,007894541;0,083643477;0;0
0,18633598;0,288185366;0,313201293;0,012160377;0,527070665;0,183607941;-0,003683438;0,364614349;0;-1
0,00639476;-0,151901157;-0,08348221;-0,003187882;-0,050562891;0,379195394;-0,016584631;0,392501245;0;-1
-0,000619291;0,005980729;0,010222353;0,006262662;0,752302897;0,005624404;0,003155708;-0,009994229;1;0
0,043484683;0,002217082;0,00132995;-0,007666812;0,079160912;0,028056013;-0,009712229;0,174831427;0;1
-0,006544978;0,000470113;9,17033E-05;-0,022911786;-0,064004854;0,040137214;-0,05218514;0,202709573;1;-1
0,035699991;-0,138304018;-0,119216807;-0,004432084;0,193554763;-0,01062056;-0,010974027;-0,047099835;0;0
-0,001534138;-0,02272382;-0,005725026;-0,005085951;-0,009678647;-0,025953463;-0,028174832;-0,186245809;0;0
0,002900859;0,050326288;0,080299266;0,04072728;-0,064026263;0,00334912;0,068308143;-0,005809107;1;-1
0,00956291;-0,078745806;-0,112760271;0,002106093;0,002137744;-0,003471119;-0,003156114;-0,068800929;0;-1
0,232006506;-0,000109154;-0,00167606;0,184208438;-0,017922491;-0,0171079;0,130693026;-0,049364103;1;0
-0,118737635;-0,14405735;-0,177376353;0,013300941;-0,064026263;-0,004270385;-0,008586849;-0,077028459;0;-1
-0,000798151;0,014643639;0,000313655;0,00127624;-0,031127048;-0,004852831;0,006032648;-0,083184397;0;0
-0,014124566;0,004786336;0,00549032;0,012475021;-0,009678647;0,379197256;0,019371494;1;0;0
0,001455644;0,012703646;0,000584239;0,01298429;-0,009116869;-0,001696878;0,079715844;-0,06118826;0;0
-0,000838227;-0,161034741;-0,028624542;0,002442835;-0,005547642;-0,009747622;-0,009918886;-0,04093991;0;0
0,000263446;0,049981446;0,034650553;0,017462936;-0,004545293;-0,011062728;-0,003857747;-0,035118118;0;0
-0,001215787;-0,029261809;-0,023433191;-0,104800004;0,055173689;-0,006416741;-0,026214323;-0,020215798;1;-1
0,001364968;0,01800041;-0,001249446;-0,007023714;-0,046706545;-0,010460773;-0,029906519;-0,162822012;0;1
0,001159804;0,01045733;0,000837358;-0,007806386;-0,037589788;-0,012155928;-0,013305391;-0,184792035;0;0
0,057603959;-0,008871232;-0,001446034;0,004829999;-0,006085299;-0,013448642;0,001539578;-0,075608473;0;0
0,064305154;-0,052726473;-0,001178436;-0,002899909;0,027305995;-0,010584997;-0,00783949;-0,181105081;0;0
-0,000580671;-0,059072556;-0,001559919;0,001014564;-0,023799695;-0,009484052;0,012844532;-0,160059958;0;0
-0,014124566;-0,130389731;-0,016931831;-0,00093154;0,261527328;0,061124464;-0,006703822;0,314698647;0;0
0,001154584;0,012132223;0,020341898;0,086002522;-0,05559699;-0,002504615;0,002856792;-0,020076417;0;-1
0,005445354;-0,209008457;-0,265853307;-0,008585701;-0,063591405;-0,000768196;-0,00629079;-0,039082263;0;-1
-0,021591441;0,197322508;0,007714928;-0,001703117;0,008051064;0,011667911;-0,008259648;0,121927523;0;0
0,000807133;-0,186825087;-0,08303503;-0,011219391;0,981834076;-0,009265159;-0,020949457;-0,023758655;0;0
0,001215253;-0,00123497;-0,000599628;0,03301767;0,024193171;0,034623027;-0,000776997;0,085489928;1;1
-0,003750095;-0,060265831;-0,046183076;0,482136951;-0,045944016;-0,011433502;0,07353466;-0,048557395;0;-1
-0,001065562;-0,003844838;0,000380451;0,165640706;0,015024312;-0,003523307;0,031306299;-0,01903325;0;-1
-0,002542383;0,003388308;0,0022356;0,023734541;0,017405346;0,001912014;0,152095647;-0,033958113;0;1
0,049191172;-0,03593769;-0,012291219;-0,001790464;0,074288107;-0,015492608;-0,006949831;-0,046856125;0;0
4,83151E-05;-0,187474442;-0,042304937;-0,005631556;0,677700801;0,008571789;-0,010303332;0,070798922;0;0
0,000643343;-0,047443569;-0,037988112;0,099120146;-0,014260695;-0,008666886;0,001893604;-0,022692882;0;-1
-0,000876681;-0,009615807;-0,002504387;-0,097029211;0,202705609;0,008762386;-0,025720202;0,045423377;1;-1
0,000386856;-0,059359581;-0,050983322;0,064529362;-0,013144381;0,00475886;-0,012742742;0,01664606;1;-1
-0,000127702;-0,17482527;-0,035456092;-0,001779595;-0,00711197;0,012936875;-0,020763491;0,175992585;0;0
-0,002672229;0,000478661;0,000329677;0,018819862;0,03827147;-0,015012449;0,063162721;-0,041845679;0;0
0,023724249;0,031417063;0,064078317;-0,027556799;0,041047543;0,073824802;-0,113358095;0,20724462;0;0
0,00309819;-0,018682499;-0,022043516;-0,055335111;0,154228982;-0,000831568;-0,003262643;0,013284507;0;0
-0,000104897;-0,107375545;-0,10002093;0,00602692;-0,027081471;-0,086334568;0,02527968;-0,213222894;0;-1
0,001130549;0,049481553;-0,047086057;-0,099940719;-0,038893948;0,010786224;-0,054991914;0,041253324;1;-1
0,005420364;-0,098195138;-0,09560804;-0,096694624;-0,064426638;-0,003029025;0,339046301;-0,062985497;1;-1
0,002005262;-0,131078125;-0,003871625;0,008700619;0,00558131;-0,001149835;0,002272463;0,04546303;0;-1
0,001496359;-0,175946809;-0,054259938;0,12531614;0,33017555;0,016788149;0,042007778;-0,049814332;0;0
-0,00163988;-9,63137E-05;0,000201262;0,02005472;0,021505494;0,28781575;-0,047061095;1;0;0
-0,014124566;0,042930015;-0,003420819;-0,017847939;-0,009678647;-0,026167799;-0,064480633;-0,196165303;0;0
-0,000324804;0,067824648;0,011175709;0,008672774;-0,005872669;0,173968814;-0,007429289;0,742068156;0;0
0,011325215;-0,078676885;-0,063520589;-0,065812569;0,044378051;0,001912988;-0,04022854;0,00863515;0;-1
-0,014124566;0,012694774;0,008154841;-0,002303259;-0,00668419;-0,01987352;-0,014859267;-0,162666398;0;0
-0,000277555;-0,007579037;-0,061737918;-0,087705214;0,027999697;0,020272442;0,0622388;0,07403731;1;-1
0,026919276;0,275429856;0,078860125;0,440746506;-0,064426638;0,030392287;-0,012859158;0,093478856;0;-1
0,004038273;0,135644122;0,005097124;-0,002553652;-0,032046862;-0,000455205;-0,028729444;0,034710311;1;0
0,250671763;-0,035270379;-0,047946618;0,275073324;-0,078416735;-0,215528973;-0,001257442;-0,269305849;0;-1
-0,001382319;0,028868521;0,027395572;0,013561237;-0,009678647;0,114479611;-0,001876316;0,316388358;0;0
0,002696796;0,022844873;0,049961309;-0,008391613;-0,084714098;-0,013017451;0,001113347;-0,093908142;0;0
0,005972318;0,002934224;0,001775892;0,021588393;0,006429014;0,024407003;0,025357583;0,288720218;0;1
-0,00032881;-0,139837396;-0,006862968;-0,001176807;0,286820092;0,018714527;-0,015398744;0,186793865;0;0
-0,003656426;0,000912893;0,000433317;0,033247516;0,081403813;-0,024567329;-0,047170643;-0,052278425;0;0
0,002478166;0,057298266;0,044621069;-0,004029919;0,298879506;0,015976024;-0,010440155;0,125791949;0;0
0,002455701;-0,018620342;-0,061500986;0,013236973;0,021452241;0,011713431;-0,018230038;0,039737511;0;-1
0,014275091;0,001822676;0,001151157;0,013439883;0,075610778;0,00125214;-0,024118828;0,026798856;0;0
-0,014124566;-0,17172514;-0,035979808;0,004626345;0,043269118;0,090778249;0,023377768;0,354764391;0;0
-0,001057321;0,004224682;0,00241573;-0,010148504;0,003602707;-0,000275422;0,120626256;0,075716069;0;1
0,253945973;-0,037535715;-0,013320487;-0,006661652;-0,004052448;-0,024705951;-0,007805222;-0,17096306;1;0
0,0019;0,046577936;0,051396141;-0,105636726;-0,016907779;0,003878966;-0,025626433;0,020390185;0;-1
0,349494608;-0,351675304;-0,424577418;0,159762282;-0,061056868;-0,00177927;0,054788286;-0,099570446;1;-1
0,00407901;0,074078988;0,024495646;0,157596167;0,300551701;0,015689448;0,009506391;0,101996716;0;-1
0,008010873;0,199853307;0,244048264;0,008083325;-0,030155901;-0,000676892;0,008617998;-0,035846332;1;-1
0,01452608;0,034712591;0,001940729;0,215276981;0,105713453;0,033516338;-0,072142751;-0,202741942;1;1
0,05711345;0,004529857;-0,001119181;-0,001394482;0,118382916;-0,011283744;-0,008209994;-0,043930091;0;0
0,102149245;0,003795638;0,007090473;-0,00726521;0,080512276;-0,009484178;-0,007876636;-0,009117094;0;0
0,003171243;0,044588736;0,015528961;-0,038593665;0,015573683;0,001305702;-0,01001272;0,000274738;0;1
0,003696234;-3,36001E-05;-0,001269448;-0,026402789;0,009555818;0,015694025;-0,030641933;0,08697821;1;0
0,45609384;-0,175620112;-0,161283579;0,021661648;0,064178963;-0,27154022;0,002083749;-0,377494324;0;-1
0,012468183;-0,021597696;-0,029376184;0,159256967;-0,009678647;0,039692337;0,004371253;0,111876905;1;0
0,078003545;-0,047418041;-0,039707411;0,096645131;-0,004936229;-0,009824278;0,086629789;-0,038018558;0;-1
0,002260056;0,001447321;0,001062394;-0,012837977;0,058331288;0,047755127;-0,00809838;0,148697925;1;1
0,006293424;-0,070986393;-0,001852452;-0,005794006;0,09237295;-0,01124691;-0,009621405;-0,165737671;0;0
0,000143169;0,00404878;0,000428464;-0,005089859;0,094034689;-0,010222662;-0,033619366;-0,098142121;1;0
-0,014124566;-0,123092641;-0,049986276;0,000183511;0,46703623;0,012652717;0,000525197;0,079291612;0;0
-0,007424209;-0,383059159;-0,264576605;-0,039763585;-0,006088872;-0,058324081;-0,001743629;-0,090495007;0;1
0,000360497;-0,186782568;-0,024641434;0,016526109;-0,008395308;0,039455607;-0,016633376;0,240218193;0;0
0,036372892;-0,074195227;-0,028885421;-0,005665007;0,236234498;-0,022598716;-0,018895928;-0,151849721;0;0
0,099783647;0,173400707;0,202776324;-0,005276255;0,234459613;0,00202067;-0,007211879;0,040150386;0;-1
0,004097958;0,033201356;0,000225222;0,004639348;0,041856946;0,001220674;-0,007541286;0,000373114;0;-1
-0,022955409;-0,065231306;-0,051720385;-0,090720662;0,006673648;-0,005061435;0,085646746;-0,053540283;1;-1
0,033117917;-0,014940112;-0,02659611;0,046873708;-0,064026263;6,39413E-05;0,069852564;-0,057378078;0;-1
-0,000600881;0,427880715;0,145003779;0,001543843;-0,064426638;0,037601948;0,011207893;0,134626133;0;-1
0,000795447;0,008310959;0,024699565;-0,105763821;0,02788493;-0,008940139;0,027590013;-0,031462857;0;-1
0,030976628;-0,076217025;-0,06646812;-0,009297709;0,272058463;-0,030504578;-3,2664E-05;-0,033180545;0;1
-0,000504251;-0,009375945;0,002997867;-0,104013931;0,024292127;-0,006385944;0,014148921;-0,018593013;0;-1
0,001700396;-0,153020485;-0,004384845;0,052744436;0,073552139;0,000280993;0,155795154;-0,146952575;0;0
-0,000293598;0,002249733;0,001240168;-0,022412536;-0,034057871;0,01897133;0,172493551;0,012177243;1;0
-0,001567802;-0,046898116;-0,032174736;0,041315023;0,151568689;-0,020228068;0,034413357;-0,146379313;0;0
0,007553867;0,054834437;0,085801663;0,182562023;0,221501746;0,013577262;0,028739927;0,045449486;0;-1
-9,65049E-05;-0,212793685;-0,071472435;-0,017847939;-0,009678647;-0,026167799;-0,064480633;-0,196165303;0;0
0,001666595;-0,030394053;-0,052064793;0,03841154;0,092374945;0,003029714;-0,004084036;0,008214312;0;-1
-0,001581227;0,000506181;0,000176773;0,007237796;-0,013767773;-0,01282199;-0,013986372;0,003967659;0;1
0,001504419;-0,019387112;-0,03395892;-0,016346837;0,105392707;-0,004146882;0,001811788;-0,001687502;1;-1
0,00062674;0,053248187;0,018986862;0,04495964;0,18190307;0,045457852;0,260603302;0,178404404;0;0
0,003481524;0,035797252;0,042553075;-0,017187748;-0,020587324;-0,000940673;-0,014361783;-0,008067389;0;-1
-0,000880906;-0,062451017;-0,030391038;0,044300058;0,11073131;-0,024178381;6,13289E-05;-0,171352827;0;0
0,013684219;0,245187242;0,009578985;0,020811493;-0,046706545;-0,007793683;1;-0,197828715;0;0
0,384763579;0,020724861;0,02453282;-0,003995039;0,1145715;0,000389225;-0,009212793;0,092625519;0;0
0,001082216;0,038513182;-0,032371234;0,08086662;0,000846512;-0,00541866;-0,002071703;-0,013681506;0;-1
0,026488605;-0,083164541;-0,002585863;-0,009349552;-0,007854226;-0,011786356;-0,041376892;-0,152045527;0;0
-0,000883653;0,002950426;0,000228883;-0,020087665;-0,019530488;0,035405382;0,006610756;0,072935426;1;0
-0,00042572;0,039826116;0,01748592;0,015886848;-0,02389361;0,024401625;0,002095312;0,135575607;0;0
0,017677045;-0,078650115;-0,002150054;5,48418E-05;-0,00377347;-0,010343905;-0,017033827;-0,166695617;0;0
0,209167722;-0,027078342;-0,006891871;-0,005892823;0,018315817;-0,017998442;-0,014987638;-0,109782352;0;0
0,003996849;-0,000191915;-0,000651772;0,170389148;0,032649869;0,45232957;0,010397623;0,307764021;0;1
0,038732592;-0,014911853;-0,001370857;-0,001656534;-0,035993693;-0,009104836;0,018853747;-0,154014665;1;-1
-0,00137822;-0,00495982;0,008300082;0,235872943;-0,016256384;0,022501297;0,028935558;0,075191322;0;-1
0,054121766;-0,000326809;6,77193E-05;-0,000966171;0,053772641;0,013121253;-0,049078111;0,008094113;0;1
0,004346636;0,12633045;0,130183089;-0,062036048;0,026231486;0,09043964;-0,035142727;0,375827113;0;-1
-0,000981181;-0,212793685;-0,11437264;-0,017847939;-0,009678647;-0,026167799;-0,064480633;-0,196165303;0;0
0,005051882;-0,013592358;-0,002550191;-0,008349201;0,046014936;0,003233952;0,014523189;0,006805954;1;-1
-0,002788202;0,001072886;0,000873755;0,020446561;0,031952847;-0,019372965;0,071439186;-0,025102525;0;1
0,003076337;-0,069495126;-0,055809932;-0,105682492;0,013840766;0,008651108;0,016021782;0,006604847;0;-1
-0,014124566;0,100292673;0,081758649;-0,003926816;0,482454788;0,001327942;-0,016187983;0,117082129;0;0
0,135163241;0,001522988;0,001232043;0,030370475;-0,008581518;0,035955225;-0,042015399;0,130205561;0;1
0,028176536;-0,00350512;0,073544843;-0,004028035;0,128189889;0,039774292;0;-0,004942853;0;-1
0,012382471;0,159185492;0,199314994;-0,011306594;0,240448908;-2,32132E-05;0,115046121;0,155817478;0;-1
0,264029293;-0,045755255;-0,012252591;-0,008093553;0,464097742;-0,017192487;0,018930931;-0,098565581;0;0
-0,014124566;-0,181537478;-0,031168184;-0,005075606;0,486504795;0,098320379;-0,022981326;0,773802945;0;0
-0,001160875;-0,183568117;-0,06707173;-0,014444988;-0,009678647;-0,025991243;-0,023233357;-0,19082575;0;0
-0,001563304;0,085803072;0,079576892;0,012166799;0,103332543;0,001819198;0,004943571;-0,023248453;0;-1
0,205354063;0,097500652;0,010592171;-0,005801378;-0,05241092;0,409752667;-0,011852478;0,752873971;0;0
-0,000654859;0,090925752;0,00394737;0,012228476;0,083933852;0,006045798;0,050618864;0,047038446;0;0
0,002523829;-0,02116781;-0,016594338;0,13203279;-0,040762147;0,026022023;0,02710881;0,074736723;1;-1
-0,003959657;-0,076733157;-0,058832858;-0,091201576;0,042214484;-0,009328738;-0,025270045;-0,034630339;0;-1
0,244149655;0,133041648;0,196976947;0,02804916;-0,064026263;0,000855087;0,012650394;0,002445983;0;-1
-0,118737635;-0,266309202;-0,331027507;0,041527517;-0,064026263;-0,003924941;0,079991622;-0,109766389;1;-1
0,184892878;-0,165207858;-0,133291418;0,015459446;0,106243455;-0,110231264;-0,034725659;-0,135218245;1;-1
0,078921089;-0,160696802;-0,122357439;0,022331007;0,159412325;-0,23301299;-0,0359867;-0,2741493;0;-1
0,010456488;-0,059104136;-0,088149142;0,000730776;0,017565337;-0,001937399;-0,002768663;-0,041543833;0;-1
-0,000926825;0,005701564;0,002627517;-0,032969811;-0,034358011;0,046929717;-0,024768149;0,154729862;0;1
0,00191623;0,054744156;-0,040354582;0,020446757;1;0,067677814;0,002213344;0,447610897;0;0
0,143814524;-0,000370529;0,003771851;-0,000378628;0,027659513;-0,022668557;0,011914268;-0,13838045;0;0
0,004311199;0,062465925;0,064627352;-0,087066008;-0,037147617;0,016620871;-0,004873091;0,047604769;0;-1
0,00538046;-0,001404056;-0,00078353;-0,000219416;0,01180701;0,038166025;-3,41838E-05;0,051511088;0;1
0,000295659;0,036223899;0,032879616;0,010752419;0,366193796;0,009959786;0,002399698;-0,033986905;1;0
0,067213567;-0,001408109;-0,00059338;0,033530669;-0,025906893;-0,020436515;-0,045374542;-0,053322804;0;1
0,001321865;-0,158262891;-0,03398458;-0,004358651;0,198972006;0,048993248;-0,009243315;0,321555726;0;0
-0,025454431;0,427535076;0,350805225;-0,039763585;-0,006088872;-0,058324081;-0,001743629;-0,090495007;0;1
-0,00108954;-0,123883553;-0,004511701;0,004702;-0,010864165;-0,00753221;-0,00830136;-0,080585744;0;-1
-0,003063981;0,002329764;0,001085459;-0,014553546;0,117156611;-0,003680945;0,004168982;0,011948356;0;1
0,007831723;-0,13569009;-0,124051687;0,029885629;0,074956099;-0,143160594;0,012935679;-0,223698177;0;-1
-0,000190814;-0,002077122;-0,000797546;-0,03746695;0,020114027;-0,03080095;-0,018085429;-0,066418037;0;0
0,00360482;0;0,016396108;-0,061146332;-0,025300776;-0,013956314;-0,002180054;-0,052575843;1;-1
0,006385127;-0,001969982;-0,001261741;0,21083657;-0,034358011;0,048618465;0,211932563;-0,022184439;0;1
0,002649423;0,005467741;-0,008260689;-0,010850417;0,074110432;0,003334949;-0,007133956;0,091448785;0;-1
0,046936898;-0,016398344;-0,003948459;0,013392651;0;-0,013329857;0,014105087;-0,029290988;0;0
0,000651878;0,094215712;-0,015065113;-0,006265835;-0,020101547;-0,000154411;0,002703314;0,032720631;0;-1
-0,021591441;-0,003947355;-0,000156932;0,010198856;0,028429904;0,024812469;0,012667137;0,339037307;0;0
-0,001184602;-0,411941415;-0,012641757;-0,014665124;-0,046706545;-0,014058251;-0,094884414;-0,233807643;0;0
-0,001097815;-0,212793685;-0,11437264;-0,017847939;-0,009678647;-0,026167799;-0,064480633;-0,196165303;0;0
0,002869344;0,074209931;0,066769568;-0,088580128;0,015638113;0,019286235;0,040796981;0,040312367;1;-1
-0,118737635;-0,023094255;-0,025243475;0,00887128;0,040595461;-0,004322989;0,358310778;-0,084521128;0;-1
0,002385635;0,032798352;0,029111352;0,025331162;0,000631617;0,023121116;0,013893757;0,247079873;1;0
5,49103E-05;0,192843532;0,221901017;-0,001091463;-0,029250909;0,005680032;0,003515494;0,153753254;0;-1
-0,001508552;-0,018946192;-0,004479208;0,037001152;0,152714395;0,007797265;-0,012796933;-0,065324752;0;0
-0,000352434;0,092902059;0,004211021;-0,004258944;-0,045425443;0,003833214;0,027531593;0,060805553;0;-1
-0,000979485;-0,113169193;-0,003628129;0,001391669;0,021850812;0,002006992;0,041244118;-0,092637752;0;0
0,001411126;-0,074341441;-0,001917264;-0,010603998;0,001192933;-0,013163053;0,041481239;-0,206834253;0;-1
-0,000648466;-0,148291435;-0,063466516;0,004990809;0,175450584;-0,003964938;-0,01935334;0,060389567;0;0
0,010958624;0,049791658;0,045308282;0,129140243;-0,026562852;0,00785982;-0,014205411;0,073538443;0;-1
-0,006451991;0,08935379;0,068019439;0,001039043;0,248857778;-0,009340841;0,000244462;-0,012868773;0;1
-0,014124566;-0,172373749;-0,091832206;-0,009571491;0,0018714;-0,026166677;-0,024262051;-0,196042145;0;0
-0,000777318;0,013350989;0,000178189;0,002613025;-0,043635503;-0,009154732;-0,015953238;-0,165891013;0;0
0,000349035;0,040539342;0,053850779;0,062053024;0,040690304;-0,008183226;-0,010917894;-0,008005323;1;-1
0,021428525;0,015755939;0,015319376;-0,004783194;0,080936898;-0,007885205;-0,006623809;-0,010008393;0;0
0,001011648;0,073528231;0,081743428;-0,105434387;-0,035920166;0,001057588;0,072761886;-0,000388011;0;-1
-0,122842899;-0,125537037;-0,08219;0,006707938;0,017929165;-0,043987564;-0,000863797;-0,015965986;0;-1
-0,000740127;-0,194030271;-0,061464655;0,178294029;-0,009678647;-0,024888395;0,078550022;-0,181654599;0;0
-0,000161556;-0,00230054;-0,001246589;0,002901328;0,075937429;0,027698519;0,063475876;0,060700433;0;1
0,002371201;0,10641728;0,101784981;-0,053120182;0,02142945;0,017257235;-0,044118768;0,133843778;1;-1
0,000663097;-0,080883545;-0,002579991;0,010380108;0,02386458;-0,007026114;0,00088061;-0,133809087;0;0
-0,021591441;-0,042988562;-0,001575667;0,010239704;0,090475381;-0,002932526;0,000215405;0,090841844;0;0
0,012225068;-0,066932619;-0,01980169;0,240221134;0,020911998;-0,240149987;-0,074633435;-0,388641655;1;-1
-0,000246576;-0,00102442;-0,000475567;-0,041185379;0,010031886;-0,031298787;-0,03285358;-0,087277745;0;0
0,059272178;-0,018883604;-0,008810024;-0,002501765;0,312276824;0,026368053;-0,002299259;0,206110221;0;0
-0,021591441;-0,063183619;-0,002447214;-0,003134362;-0,0418223;-0,001032359;-0,003252309;0,023016971;0;0
-0,000272158;0,036310495;0,040742989;0,121192529;-0,002656476;-0,013020784;0,058798568;-0,06454067;0;-1
-0,006264843;0,112057626;0,154981706;-0,008067012;0,106152322;0,097367698;-0,004417342;0,284536395;0;-1
-0,00011208;0,022166;-0,065057995;0,133642098;0;0,03788777;0,018998959;0,081975229;0;0
0,015735409;0,00268377;0,001673977;0,041972416;-0,012976708;0,133425564;-0,018936107;0,363553824;0;1
0,007553588;-0,003004503;-0,001572396;0,069656817;0,036571237;0,011455936;0,013578892;-0,004072869;1;1
-0,000694575;-0,212793685;-0,11437264;-0,017847939;-0,009678647;-0,026167799;-0,064480633;-0,196165303;0;0
-0,014124566;0,063808663;0,000933312;-0,005461521;0,006363085;0,030760087;-0,008939631;0,235662758;1;0
0,003651161;-0,025472682;-0,0008318;0,000299431;0,103599117;0,013754041;0,036402159;0,138314937;0;0
0,000686696;-0,133298562;-0,004696794;0,013899066;-0,015473906;0,002339967;0,001310941;0,160971543;0;-1
